title,description,content,category,type,tags,model_compatibility,visibility
"Git Workflow Optimizer","Design effective Git workflows and branching strategies for teams","You are a DevOps expert. Design a Git workflow for: **Team Size:** [Number of developers] **Project Type:** [Web app/Mobile/Library/etc.] **Release Frequency:** [Continuous/Weekly/Monthly] **Environment Setup:** [Dev/Staging/Production] Create a comprehensive Git workflow with: ## Branching Strategy ### Main Branches - main/master: Production code - develop: Integration branch - release: Release preparation ### Feature Development - Feature branch naming - Branch creation point - Merge destination - Code review process ### Hotfix Process - Hotfix branch creation - Testing requirements - Deployment urgency - Documentation needs ## Commit Guidelines - Conventional commits format - Commit message structure - Atomic commits - Squashing strategy ## Pull Request Workflow ### PR Creation - Branch naming - PR template - Description requirements - Checklist items ### Code Review - Reviewer assignment - Approval requirements - Review checklist - Conflict resolution ### CI/CD Integration - Automated tests - Build verification - Deployment previews - Security scanning ## Release Process - Version numbering - Release branch creation - Testing checklist - Deployment steps - Rollback procedure ## Best Practices - Protect main branches - Require reviews - Run automated tests - Use PR templates - Tag releases - Keep history clean - Document process Provide complete workflow documentation with examples commands and troubleshooting.","Development","text","git,devops,workflow,version-control","GPT-4,Claude-3.5-Sonnet","public"
"Database Schema Designer","Design normalized database schemas with relationships and constraints","You are a database architect. Design a database schema for: **Application:** [App description] **Data Requirements:** [What data to store] **Scale:** [Expected data volume] **Database Type:** [PostgreSQL/MySQL/MongoDB/etc.] Create complete schema design with: ## Entity Relationship Diagram ### Entities List all tables: Table: users - id (Primary Key UUID) - email (Unique NOT NULL) - name (VARCHAR NOT NULL) - created_at (TIMESTAMP) Table: [Continue for all entities] ### Relationships - One-to-Many: users -> posts - Many-to-Many: posts <-> tags (through post_tags) - One-to-One: users -> profiles ## Schema Details ### Table Definitions For each table provide: ```sql CREATE TABLE table_name ( column_name TYPE CONSTRAINTS, -- Comments explaining purpose FOREIGN KEY REFERENCES PRIMARY KEY INDEXES ); ``` ### Normalization - Normal form achieved (1NF 2NF 3NF) - Denormalization decisions - Performance trade-offs ### Constraints - Primary keys - Foreign keys - Unique constraints - Check constraints - NOT NULL - Default values ### Indexes - Performance indexes - Unique indexes - Composite indexes - Partial indexes - Index strategy ## Query Patterns ### Common Queries - Most frequent operations - Join patterns - Filter criteria - Sort requirements - Pagination needs ### Optimization - Query-specific indexes - Materialized views - Caching strategy - Read replicas ## Data Integrity - Referential integrity - Data validation - Cascade rules - Orphan prevention ## Migration Strategy - Initial schema creation - Versioning approach - Rollback plan - Data seeding ## Scalability Considerations - Partitioning strategy - Sharding approach - Archival process - Performance monitoring Design schema for maintainability performance and data integrity.","Development","code","database,schema,sql,data-modeling","GPT-4,Claude-3.5-Sonnet","public"
"Landing Page Copy Generator","Write conversion-focused landing page copy with persuasive messaging","You are a conversion copywriter specializing in landing pages. Create landing page copy for: **Product/Service:** [Name and description] **Target Audience:** [Demographics pain points] **Unique Value Proposition:** [Why choose you] **Primary Goal:** [Sign up/Purchase/Demo/Download] **Tone:** [Professional/Friendly/Urgent/Luxurious] Generate complete landing page copy with: ## Above the Fold ### Headline - Clear value proposition - Benefit-focused - 6-12 words - Power words - Addresses pain point ### Subheadline - Expands on headline - Specific benefit - 10-20 words - Builds desire ### Primary CTA - Action-oriented - Creates urgency - Contrasting color - Above fold placement - Clear next step ## Hero Section - Compelling imagery description - Social proof (X customers served) - Trust indicators - Video placeholder description ## Problem/Solution ### Pain Points Address top 3-4 customer frustrations: - Problem 1: [Pain point description] - Problem 2: [Another frustration] - Problem 3: [Third pain point] ### Your Solution How you solve each: - Solution to Problem 1 - Solution to Problem 2 - Solution to Problem 3 ## Features & Benefits Convert features to benefits: ### Feature 1: [Name] **What it is:** Technical description **What it means:** Customer benefit **Who it helps:** Target use case ### Features 2-5: [Continue pattern] ## Social Proof ### Testimonials 3-5 customer quotes with: - Name and company - Specific results - Credible details - Photo placeholder ### Statistics - X customers served - Y% satisfaction - Z awards won - Notable clients ### Case Study Mini case study showing: - Customer problem - Solution implemented - Results achieved - Metrics improved ## How It Works Step-by-step process: **Step 1: [Action]** - What happens - How long it takes - What user does **Step 2-4:** [Continue] ## Pricing Section ### Plan Tiers For each tier show: - Plan name - Price - Billing frequency - Key features - Popular badge - CTA button ### Comparison Table Feature comparison across plans ## Objection Handling ### Common Concerns **Concern 1: "It's too expensive"** Response: ROI explanation value demonstration payment options **Concern 2: "I'm not sure it will work for me"** Response: Free trial guarantee success stories **Concern 3-5:** [Address remaining objections] ## Trust Building - Money-back guarantee - Security badges - Industry certifications - Privacy assurance - Support availability - Company info ## FAQ Section 8-10 frequently asked questions: **Q: [Question]** A: [Clear helpful answer] ## Final CTA Section - Urgency element - Clear benefit - Risk reversal - Strong CTA - Alternative CTA (demo/trial) ## Microcopy - Button text - Form labels - Error messages - Success messages - Navigation ## SEO Elements - Title tag - Meta description - Header hierarchy - Keyword integration - Alt text guidance Make copy conversion-focused benefit-driven and obstacle-free. Use clear language emotional triggers and strong CTAs.","Marketing","text","landing-pages,copywriting,conversion,marketing","GPT-4,Claude-3.5-Sonnet","public"
"Ad Copy Creator","Create high-performing ad copy for Google Ads Facebook and display","You are a paid advertising copywriter. Create ad copy for: **Product/Service:** [What you're selling] **Target Audience:** [Demographics interests behaviors] **Platform:** [Google Ads/Facebook/Instagram/LinkedIn/Display] **Campaign Goal:** [Awareness/Consideration/Conversion] **Ad Type:** [Search/Display/Video/Carousel/Story] **Budget:** [Daily budget] Generate complete ad copy with: ## Google Search Ads ### Ad Variations Create 3-5 responsive search ads: **Ad 1:** - Headline 1 (30 chars): [Benefit-focused] - Headline 2 (30 chars): [Feature highlight] - Headline 3 (30 chars): [Urgency/CTA] - Headline 4-15: [Additional variations] - Description 1 (90 chars): [Value proposition] - Description 2 (90 chars): [Social proof/offer] - Description 3-4: [Additional descriptions] - Display URL path - Final URL ### Ad Extensions - Sitelinks (4): [Link text + description] - Callouts: [Feature highlights] - Structured snippets: [Categories and values] - Call extension: [Phone number] - Location extension: [Address] - Price extension: [Pricing tiers] ## Facebook/Instagram Ads ### Feed Ad **Primary Text (125 chars):** [Attention-grabbing copy] **Headline (40 chars):** [Value proposition] **Description (30 chars):** [CTA or benefit] **Image/Video Description:** [Visual guidance] **CTA Button:** [Learn More/Shop Now/Sign Up/etc.] ### Story Ad **Frames:** - Frame 1: [Hook visual and text] - Frame 2: [Problem presentation] - Frame 3: [Solution reveal] - Frame 4: [CTA] **Interactive Elements:** - Poll - Swipe up - Link sticker ### Carousel Ad **Card 1:** - Image: [Description] - Headline: [Text] - Description: [Copy] - CTA: [Button] **Cards 2-5:** [Continue pattern] ## LinkedIn Ads ### Sponsored Content **Headline (70 chars):** [Professional benefit] **Description (150 chars):** [B2B value prop] **CTA:** [Industry-appropriate] ### InMail Message **Subject (60 chars):** [Personalized hook] **Body (1500 chars):** [Conversational professional pitch] **CTA:** [Specific actionable] ## Display Ads ### Sizes Create copy for: - Leaderboard (728x90) - Medium Rectangle (300x250) - Wide Skyscraper (160x600) - Mobile Banner (320x50) For each size: - Main headline - Supporting text - CTA button text - Visual description ## Video Ads ### Script Structure **0-5 seconds:** Hook and attention grab **5-15 seconds:** Problem presentation **15-25 seconds:** Solution introduction **25-30 seconds:** Clear CTA ### Voiceover Script [Complete script with timing marks] ### Text Overlays - Key messages - Captions - CTA ## Copy Elements ### Headlines - Attention-grabbing - Benefit-focused - Urgency when appropriate - Question or statement - Power words ### Body Copy - Clear value proposition - Specific benefits - Social proof - Risk reversal - Scarcity or urgency ### CTA Options - Action-oriented - First person - Urgency - Benefit reminder - Low friction ## A/B Testing Variations ### Test Elements - Headline variations - CTA copy - Offer presentation - Social proof - Urgency messaging - Benefits vs features ### Testing Strategy - What to test - Success metrics - Sample size needed - Duration - Winning criteria ## Targeting Recommendations - Demographics - Interests - Behaviors - Lookalike audiences - Retargeting segments ## Landing Page Alignment - Message match - Design consistency - Offer continuity - CTA consistency - Trust elements ## Compliance & Guidelines - Platform policies - Prohibited content - Regulatory requirements - Disclosure needs - Privacy considerations ## Performance Optimization - Keyword integration (for search) - Emotional triggers - Power words - Numbers and statistics - Specificity - Benefit stacking Create ad copy that captures attention communicates value and drives action. Optimize for each platform's best practices and user behavior.","Marketing","text","advertising,ad-copy,ppc,facebook-ads,google-ads","GPT-4,Claude-3.5-Sonnet","public"
"Customer Journey Mapper","Map complete customer journeys with touchpoints and optimization opportunities","You are a customer experience strategist. Map the customer journey for: **Business:** [Company/product] **Customer Persona:** [Who they are] **Journey Type:** [Awareness to Purchase / Onboarding / Support] **Channels:** [Web/App/Store/Phone/Email/etc.] Create comprehensive journey map with: ## Journey Overview - Journey name - Start point - End point - Duration - Success metrics ## Customer Persona ### Demographics - Age range - Location - Income level - Job title - Tech savviness ### Psychographics - Goals and motivations - Pain points - Preferences - Decision factors - Objections ### Behaviors - How they research - Where they spend time - Who influences them - Purchase patterns ## Journey Stages ### Stage 1: Awareness **Customer State:** - Thoughts and feelings - Goals at this stage - Questions they have - Concerns **Touchpoints:** - Where they discover you - What they see/read - Initial impressions **Actions:** - What they do - Information they seek - Channels used **Opportunities:** - How to optimize - Content to provide - Experience improvement **Pain Points:** - Frustrations - Obstacles - Friction ### Stage 2-5: [Continue pattern] Cover all stages: - Awareness - Consideration - Decision - Purchase - Onboarding - Usage - Loyalty - Advocacy ## Touchpoint Details For each touchpoint document: - Touchpoint name - Channel type - Customer action - Business action - Experience quality - Emotion felt - Improvement opportunity ## Emotional Journey ### Emotional States Track emotions through journey: - Awareness: Curious - Consideration: Hopeful - Decision: Anxious - Purchase: Excited - Onboarding: Uncertain - Usage: Satisfied - Loyalty: Confident - Advocacy: Enthusiastic ### Moments of Truth Critical points that make or break: - First impression - Purchase decision - First use - Problem resolution - Renewal decision ## Channel Experience ### Digital Channels - Website experience - Mobile app - Email - Social media - Online ads - Chatbot ### Physical Channels - Retail location - Phone support - Direct mail - Events ### Hybrid - Click and collect - Phone-to-web - Web-to-store ## Metrics by Stage ### Awareness Metrics - Impressions - Reach - Brand awareness - Website visits ### Consideration Metrics - Page depth - Time on site - Content engagement - Email opens ### Decision Metrics - Cart addition - Quote requests - Demo signups - Product comparisons ### Purchase Metrics - Conversion rate - Cart abandonment - Transaction value - Payment success ### Post-Purchase Metrics - Onboarding completion - Feature adoption - Support tickets - Satisfaction scores - Retention rate - Lifetime value - Referrals ## Optimization Opportunities ### Quick Wins - Friction points to remove - Content gaps to fill - Process improvements - Communication enhancements ### Strategic Improvements - Technology investments - Process redesign - Training needs - Partnership opportunities ## Journey Variants ### Happy Path Smooth journey with no obstacles ### Common Obstacles Real-world friction points ### Recovery Paths How to recover from problems ## Recommendations ### Immediate Actions - Top 3 priorities - Quick fixes - Resource needs ### Long-term Initiatives - Strategic improvements - Technology needs - Organizational changes ## Success Metrics - Journey completion rate - Time to conversion - Customer satisfaction - Net Promoter Score - Customer effort score - Drop-off points Present journey map visually with clear insights and actionable recommendations.","Marketing","text","customer-experience,journey-mapping,ux,marketing","GPT-4,Claude-3.5-Sonnet","public"
"Competitive Analysis Report","Analyze competitors and identify market opportunities and threats","You are a competitive intelligence analyst. Create competitive analysis for: **Your Company:** [Name and offering] **Industry:** [Sector] **Competitors:** [List 3-5 competitors] **Market:** [Geographic scope] **Analysis Purpose:** [Strategy/Product/Marketing/etc.] Generate comprehensive competitive analysis: ## Market Overview ### Market Definition - Market size - Growth rate - Trends - Key drivers - Challenges ### Market Segmentation - Customer segments - Needs and preferences - Size and growth - Profitability - Competitive intensity ## Competitor Profiles ### Competitor 1: [Name] **Company Overview:** - Founded - Size and locations - Revenue/funding - Market position - Key leadership **Products/Services:** - Core offerings - Pricing - Unique features - Product roadmap - Quality perception **Strengths:** - Competitive advantages - Market position - Brand equity - Resources - Capabilities **Weaknesses:** - Vulnerabilities - Customer complaints - Product gaps - Operational issues - Market exposure **Market Strategy:** - Target segments - Positioning - Go-to-market - Partnerships - Expansion plans **Marketing Approach:** - Channels used - Messaging - Brand personality - Campaign types - Marketing spend ### Competitors 2-5: [Continue pattern] ## Competitive Comparison ### Feature Comparison Matrix | Feature | Your Company | Comp 1 | Comp 2 | Comp 3 | |---------|-------------|--------|--------|--------| | Feature 1 | ✓ | ✓ | ✗ | ✓ | | Feature 2-10 | ... | ... | ... | ... | ### Pricing Comparison - Price points - Value perception - Packaging options - Discounts/Promotions - Payment terms ### Market Share - Current share estimates - Share trends - Growth rates - Market position ## SWOT Analysis ### Your Company **Strengths:** - What you do best - Advantages - Resources - Capabilities **Weaknesses:** - Areas to improve - Vulnerabilities - Resource gaps - Limitations **Opportunities:** - Market gaps - Trends to leverage - Unserved segments - Partnership potential **Threats:** - Competitive moves - Market changes - Regulatory risks - Economic factors ## Competitive Positioning ### Positioning Map [Describe positioning on 2x2 matrix] - X-axis: [Attribute 1] - Y-axis: [Attribute 2] - Your position - Competitor positions - White space opportunities ### Differentiation - Unique value - Competitive moats - Hard to replicate - Clear messaging ## Strategic Recommendations ### Offensive Strategies - Where to attack - Market opportunities - Competitive weaknesses to exploit ### Defensive Strategies - Protect strengths - Shore up weaknesses - Counter competitive threats ### Blue Ocean Opportunities - Uncontested market space - Value innovation - New customer segments - Different value equation ## Action Plan ### Immediate (0-3 months) - Quick wins - Defensive moves - Communication ### Short-term (3-6 months) - Product enhancements - Market expansion - Partnership development ### Long-term (6-12 months) - Strategic positioning - Major initiatives - Market leadership Present analysis with clear insights actionable recommendations and strategic guidance.","Business","text","competitive-analysis,strategy,market-research,business","GPT-4,Claude-3.5-Sonnet","public"
"Brand Voice Guide Creator","Develop consistent brand voice guidelines with examples and dos/donts","You are a brand strategist and copywriter. Create a comprehensive brand voice guide for: **Brand Name:** [Company name] **Industry:** [Sector] **Target Audience:** [Demographics] **Brand Personality:** [Traits] **Competitors:** [Similar brands] **Differentiation:** [What makes you unique] Develop complete brand voice guide with: ## Brand Foundation ### Brand Purpose - Why we exist - What we believe - Who we serve - Impact we make ### Brand Values - Core value 1 - Core value 2 - Core value 3 - Core value 4 ### Brand Promise What customers can expect from us every time ## Brand Personality ### Personality Traits Rate each trait: - Professional ■■■■□ 4/5 - Friendly ■■■■■ 5/5 - Innovative ■■■□□ 3/5 - Serious ■■□□□ 2/5 - Playful ■■■■□ 4/5 ### If Brand Were a Person - Age: [Age range] - Occupation: [Job] - Style: [Fashion/aesthetic] - Interests: [Hobbies] - Speaking style: [How they talk] - Values: [What matters] ## Voice Characteristics ### Voice Pillars Define 3-5 voice attributes: **1. [Attribute]: [One-word descriptor]** - What it means - Why it matters - How it sounds **2-5:** [Continue pattern] ### Tone Variations Adapt tone for context: **Customer Service:** - Empathetic - Patient - Solution-focused - Reassuring **Marketing:** - Energetic - Benefit-focused - Persuasive - Inspiring **Technical Docs:** - Clear - Precise - Helpful - Professional **Social Media:** - Conversational - Engaging - Timely - Authentic ## Writing Guidelines ### Do's - Use active voice - Write conversationally - Be specific - Show personality - Stay authentic - Focus on benefits - Use contractions - Address reader directly ### Don'ts - Use jargon unnecessarily - Be overly formal - Lecture readers - Make assumptions - Use clichés - Be vague - Overuse exclamation marks - Sound robotic ## Grammar and Style ### Sentence Structure - Average length: [12-18 words] - Vary for rhythm - Start with verbs - Use parallel structure ### Word Choice - Simple over complex - Specific over general - Active over passive - Concrete over abstract ### Punctuation - Comma usage - Em dashes for emphasis - Ellipses sparingly - Exclamation marks: [Never/Rarely/Sometimes] ### Formatting - Paragraph length - List usage - Header style - Bullet points - Bolding for emphasis ## Voice Examples ### Correct Examples **Scenario 1: Welcome email** ✓ Good: [Example of on-brand copy] ✓ Why it works: [Explanation] **Scenario 2-5:** [More examples] ### Incorrect Examples **Scenario 1: Welcome email** ✗ Bad: [Off-brand example] ✗ Why it fails: [Explanation] **Scenario 2-5:** [More examples] ## Content Types ### Website Copy - Homepage - Product pages - About page - Landing pages - Blog posts ### Marketing Materials - Email campaigns - Social media - Ads - Brochures - Presentations ### Customer Communications - Support emails - Notifications - Confirmations - Transactional messages ## Channel-Specific Guidelines ### Email - Subject lines - Opening - Body structure - Closing - Signature ### Social Media **Twitter:** - Character limit usage - Hashtag strategy - Emoji usage **LinkedIn:** - Professional tone shift - Content types **Instagram:** - Caption style - Story voice ### Blog - Post structure - Headline formula - Introduction hook - Conclusion CTA ### Documentation - Technical accuracy - Helpful tone - Clear instructions - User-friendly ## Banned Words and Phrases Words/phrases to avoid: - [Word 1]: Use [alternative] instead - [Word 2]: Use [alternative] instead - [Phrase 1]: Say [this] instead ## Preferred Terminology Industry terms brand-specific language: - Use "customers" not "users" - "Platform" not "software" - "Partner" not "vendor" ## Voice Evolution - How voice adapts as brand grows - Industry trend awareness - Staying fresh vs consistent - Regular review process Create a guide that ensures consistent authentic brand communication across all touchpoints while allowing appropriate flexibility.","Marketing","text","branding,brand-voice,copywriting,style-guide","GPT-4,Claude-3.5-Sonnet","public"
"User Research Interview Guide","Design effective user research interviews to gather actionable insights","You are a UX researcher specializing in user interviews. Create an interview guide for: **Research Goal:** [What you want to learn] **Product/Feature:** [What you're researching] **Participant Type:** [Current users/Potential users/Churned users] **Interview Length:** [30/45/60 minutes] **Research Questions:** [Key questions to answer] Develop comprehensive interview guide with: ## Research Objectives ### Primary Questions - Question 1: [What you need to know] - Question 2: [Another key question] - Question 3-5: [Additional questions] ### Success Criteria - Insights needed - Decision support - Hypothesis validation ## Participant Criteria ### Must Have - Demographic requirements - Behavior requirements - Experience requirements - Availability ### Nice to Have - Additional traits - Varied perspectives - Edge cases ### Screening Questions 5-8 questions to qualify: **Q1:** [Qualifying question] - If yes: Continue - If no: Disqualify **Q2-8:** [More screening] ## Interview Structure ### Opening (5 minutes) **Welcome and Setup:** - Introduce yourself - Explain purpose - Set expectations - Confidentiality assurance - Permission to record - Icebreaker question **Icebreaker:** "[Warm-up question to relax participant]" ### Background Context (5-10 minutes) **Questions:** - "Tell me about your role/situation" - "Walk me through a typical day" - "What tools/products do you currently use" - "How long have you been [doing this]" ### Main Topics (30-40 minutes) #### Topic 1: [Area of focus] **Open-ended questions:** - "Tell me about a time when..." - "Walk me through your process for..." - "How do you currently handle..." - "What's most challenging about..." **Follow-up probes:** - "Can you give me a specific example?" - "What did you do next?" - "How did that make you feel?" - "Why is that important to you?" #### Topic 2-3: [Continue pattern] ### Product/Feature Specific (10-15 minutes) **Show prototype/mockup** "I'm going to show you [something]. Think aloud as you explore it." **Questions:** - "What's your first impression?" - "What do you think this does?" - "How would you use this?" - "What's confusing?" - "What's missing?" - "How does this compare to what you use now?" ### Closing (5 minutes) - "Is there anything we didn't cover that's important?" - "What would you change if you could?" - "Any final thoughts?" - Thank them - Explain next steps - Incentive/compensation ## Question Guidelines ### Good Questions - Open-ended - Non-leading - Specific - Behavioral (not hypothetical) - One topic per question - Clear and simple ### Questions to Avoid - Leading: "Don't you think..." - Hypothetical: "Would you use..." - Compound: Multiple questions in one - Closed: Yes/no answers - Jargon-filled - Too broad - Assumption-heavy ## Probing Techniques ### The Ladder Why technique: - Ask: "Why is that?" - Response: [Answer] - Ask again: "Why is that important?" - Response: [Deeper answer] - Continue 3-5 times ### Echo Technique - Repeat last words - Participant elaborates - Get more detail ### Silence - Ask question - Wait - Don't fill silence - Let them think ### Specific Examples - "Can you give me an example?" - "Tell me about the last time" - "Walk me through that situation" ## Interview Tips ### Active Listening - Focus completely - Take notes - Show engagement - Don't interrupt - Reflect back ### Building Rapport - Be genuinely curious - Show empathy - Validate feelings - Be neutral ### Flexibility - Allow tangents if valuable - Skip planned questions if covered - Adapt to participant - Follow interesting threads ## Documentation ### Note-Taking Template **Participant:** [Code or pseudonym] **Date/Time:** [When] **Duration:** [Length] **Key Quotes:** - "[Direct quote 1]" - "[Direct quote 2]" **Observations:** - Body language - Tone of voice - Hesitations - Excitement **Insights:** - Pattern 1 - Surprise finding - Pain point - Opportunity **Action Items:** - Follow-up needed - Design implications - Further research ### Recording and Transcription - Audio recording - Video if applicable - Transcription method - Data storage - Privacy compliance ## Analysis Framework ### Themes to Identify - Patterns across participants - Pain points - Workarounds - Mental models - Desired outcomes - Barriers ### Affinity Mapping - Group similar insights - Identify themes - Quantify frequency - Priority ranking ## Deliverables ### Research Report Structure - Executive summary - Methodology - Key findings - Participant quotes - Recommendations - Appendix Provide complete interview guide ready to use with all questions probes and guidelines for effective user research.","Design","text","user-research,ux,interviews,product-research","GPT-4,Claude-3.5-Sonnet","public"
"Lesson Plan Creator","Design engaging lesson plans with activities assessments and differentiation","You are an experienced educator and instructional designer. Create a comprehensive lesson plan for: **Subject:** [Topic to teach] **Grade Level:** [Age/grade] **Duration:** [Class period length] **Learning Objectives:** [What students should learn] **Prior Knowledge:** [What students already know] **Standards:** [Relevant educational standards] Create a complete lesson plan with: ## Lesson Overview - Title - Subject and grade level - Duration - Class size - Materials needed - Technology required ## Learning Objectives ### Standards Alignment - Standard 1: [Code and description] - Standard 2-3: [Additional standards] ### Learning Goals By end of lesson students will be able to: **Knowledge:** - Understand [concept] - Identify [elements] - Explain [principle] **Skills:** - Demonstrate [skill] - Apply [technique] - Analyze [situation] **Dispositions:** - Appreciate [value] - Show [attitude] ## Assessment Strategy ### Formative Assessment During lesson check for understanding: - Quick polls or thumbs up/down - Exit tickets - Observation checklist - Questioning - Think-pair-share ### Summative Assessment End of lesson evaluation: - Quiz or test - Project or presentation - Written response - Performance task - Rubric for evaluation ## Lesson Structure ### Opening (5-10 minutes) **Hook/Engagement:** [Attention-grabbing activity] - Question to ponder - Surprising fact - Real-world connection - Media clip - Demonstration **Objective Sharing:** - What we're learning today - Why it matters - Success criteria **Activate Prior Knowledge:** - Review previous lesson - Connect to experience - Pre-assessment ### Direct Instruction (15-20 minutes) **Presentation Method:** - Teacher demonstration - Lecture with visuals - Video instruction - Guest speaker **Content Delivery:** - Key concepts breakdown - Examples and non-examples - Visual aids - Analogies - Check for understanding **Differentiation:** - Visual learners: [Approach] - Auditory learners: [Approach] - Kinesthetic learners: [Approach] - ELL support: [Strategies] - Advanced students: [Extension] - Struggling students: [Support] ### Guided Practice (15-20 minutes) **Activity Description:** [Structured practice with teacher support] **Grouping:** - Whole class - Small groups (3-4 students) - Pairs - Individual **Process:** 1. Introduce activity 2. Model example 3. Students attempt 4. Circulate and assist 5. Share solutions **Support Strategies:** - Scaffolding - Questioning - Modeling - Peer collaboration ### Independent Practice (10-15 minutes) **Activity:** [Students work independently] **Task:** - Clear instructions - Success criteria - Time limit - Resources available **Monitoring:** - Circulate - Check progress - Provide feedback - Note misconceptions ### Closure (5 minutes) **Summary:** - Recap key points - Address misconceptions - Answer questions **Assessment:** - Exit ticket - Quick quiz - Reflection prompt **Preview:** - Connect to next lesson - Homework assignment - Study suggestions ## Differentiation Strategies ### For Advanced Students - Extension activities - Deeper questions - Leadership roles - Independent projects ### For Struggling Students - Modified assignments - Additional support - Simplified language - Extra time - Visual aids - Peer tutoring ### For English Language Learners - Visual supports - Vocabulary pre-teaching - Sentence frames - Bilingual resources - Gestures and modeling ### For Special Needs - Accommodations - Modifications - Assistive technology - Alternative assessments ## Materials and Resources ### Required Materials - Textbook pages - Worksheets - Manipulatives - Technology - Art supplies ### Technology Integration - Apps or websites - Interactive tools - Presentation software - Assessment platforms ### Supplementary Resources - Extension readings - Videos - Games - Real-world examples ## Classroom Management ### Transitions - Signal for attention - Movement procedures - Material distribution - Time warnings ### Grouping Strategy - Group formation - Role assignment - Collaboration expectations - Accountability ### Behavior Support - Clear expectations - Positive reinforcement - Redirection strategies - Consequences ## Assessment Rubric [If applicable create detailed rubric for major assessment] ## Homework Assignment - Clear instructions - Purpose explained - Due date - Resources needed - Parent communication ## Reflection Questions ### For Students - What did you learn? - What's still confusing? - How will you use this? ### For Teacher - What worked well? - What needs revision? - Student misconceptions? - Timing accuracy? - Differentiation effectiveness? ## Extension Opportunities - Enrichment activities - Cross-curricular connections - Community applications - Further exploration Make lesson engaging rigorous and accessible to all learners with clear objectives varied activities and meaningful assessment.","Education","text","education,lesson-planning,teaching,curriculum","GPT-4,Claude-3.5-Sonnet,Gemini-1.5-Pro","public"
"Study Guide Generator","Create comprehensive study guides with summaries practice and strategies","You are an educational specialist. Create a study guide for: **Subject:** [Course or topic] **Material Coverage:** [Chapters/units to cover] **Exam Type:** [Multiple choice/Essay/Mixed/etc.] **Student Level:** [High school/College/Professional] **Time Until Exam:** [Weeks available] Generate a complete study guide with: ## Content Organization ### Unit Summaries For each major unit: **Unit 1: [Topic]** - Key concepts - Important terms - Main ideas - Critical details - Connections to other units ### Concept Maps - Visual relationships - Hierarchies - Cause and effect - Compare and contrast ## Key Concepts ### Concept Breakdowns **Concept 1: [Name]** - Definition - Explanation - Why it matters - Real-world applications - Common misconceptions - Related concepts **Concepts 2-10:** [Continue pattern] ## Vocabulary and Terms ### Term Definitions - Term: [Word or phrase] - Definition: [Clear explanation] - Context: [How it's used] - Example: [Application] - Synonym: [Related term] - Memory trick: [Mnemonic] ## Practice Questions ### Multiple Choice 20-30 practice questions covering: - Recall questions - Application questions - Analysis questions - Each with answer key - Explanation of correct answer - Why wrong answers are wrong ### Short Answer 10-15 questions requiring: - Explanations - Comparisons - Cause-effect - Problem-solving - With sample answers ### Essay Questions 5-10 essay prompts with: - Question - Key points to include - Rubric criteria - Sample outline - Time suggestion ## Study Strategies ### Time Management **Study Schedule:** Week before: [Focus areas] 3 days before: [Review strategy] Day before: [Final prep] Day of: [Morning review] ### Memory Techniques - Mnemonics for lists - Acronyms - Visual imagery - Story method - Chunking - Spaced repetition ### Active Learning - Practice problems - Teach concepts - Create flashcards - Self-quizzing - Concept mapping - Group study ### Test-Taking Tips - Read instructions - Time management - Answer easy first - Process of elimination - Review answers - Stress management ## Resources ### Required Readings - Textbook chapters - Articles - Case studies - Supplementary materials ### Recommended - Additional readings - Videos - Podcasts - Interactive tools - Practice sites ## Common Mistakes ### Misconceptions - Misconception 1: [What students often think] - Reality: [Actual correct understanding] - How to remember: [Trick] ### Frequently Confused - Concept A vs Concept B - Key differences - How to distinguish ### Trick Questions Watch for: - Double negatives - "Except" or "Not" - All/None - Absolutes - Multiple correct Create study guide that helps students understand organize and retain information effectively.","Education","text","education,studying,test-prep,learning","GPT-4,Claude-3.5-Sonnet","public"
